,微博id,评论页码,评论id,评论时间,评论者赞数,评论者IP归属地,评论者姓名,评论者id,评论者性别,评论者关注数,评论者粉丝数,评论内容,comment_processed,cluster
10014,5003960000000000.0,7,5003970000000000.0,2024/2/21 21:44,0,来自河北,西瓜从不睡-变身苦瓜版,7494239202,女,212,2509,向最可爱 最伟大的人致敬！,向最可爱 最伟大的人致敬,4
10015,5003960000000000.0,7,5003970000000000.0,2024/2/21 21:43,0,来自山东,木头箱子跳跳,5310693683,女,441,5301,辛苦啦！,辛苦啦,0
10016,5003960000000000.0,7,5003970000000000.0,2024/2/21 21:43,0,来自贵州,小熊糖纸D,6217559215,男,1367,1.1万,致敬！你们辛苦了,致敬你们辛苦了,5
10017,5003960000000000.0,7,5003970000000000.0,2024/2/21 21:42,0,来自广东,初鸢织妤_,5883790772,女,729,4289,致敬,致敬,0
10018,5003960000000000.0,7,5003970000000000.0,2024/2/21 21:42,0,来自江西,星星偷走了啵啵奶,7703402929,女,1770,451,辛苦啦！向你们致敬,辛苦啦向你们致敬,0
10019,5003960000000000.0,7,5003970000000000.0,2024/2/21 21:41,0,来自甘肃,贰叁叁柒,7769932554,女,821,1233,致敬,致敬,0
10020,5003960000000000.0,7,5003970000000000.0,2024/2/21 21:41,0,来自贵州,竹蜻蜓_teaLYN,7386925783,女,644,463,致敬英雄,致敬英雄,2
10021,5003960000000000.0,7,5003970000000000.0,2024/2/21 21:41,0,来自广东,一只小无赖-,7884002463,女,241,93,致敬  你们辛苦啦,致敬 你们辛苦啦,0
10022,5003960000000000.0,7,5003970000000000.0,2024/2/21 21:41,0,来自浙江,-春染世纪枝-,7867874547,女,926,1193,辛苦了,辛苦了,1
10023,5003960000000000.0,7,5003970000000000.0,2024/2/21 21:41,0,来自山东,让梦想起飞fly,2881141695,女,76,45,辛苦了,辛苦了,1
10024,5003960000000000.0,7,5003970000000000.0,2024/2/21 21:40,0,来自河南,多宝如来好喜欢,7873409500,女,78,51,好大的风,好大的风,0
10025,5003960000000000.0,7,5003970000000000.0,2024/2/21 21:40,0,来自广东,SHIYINGQI_时代少年团,7676482375,女,131,19,辛苦了，向您们致敬,辛苦了向您们致敬,5
10026,5003960000000000.0,8,5003970000000000.0,2024/2/21 21:40,0,来自江苏,贝贝吃不吃薯条,7755917634,女,222,3978,致敬🫡,致敬🫡,0
10027,5003960000000000.0,8,5003970000000000.0,2024/2/21 21:40,0,来自广东,珞珈樱花拿铁-,7627304856,女,50,510,致敬,致敬,0
10028,5003960000000000.0,8,5003970000000000.0,2024/2/21 21:40,0,来自辽宁,Yosh你压我头发了,6583033362,女,555,54,致敬,致敬,0
10029,5003960000000000.0,8,5003970000000000.0,2024/2/21 21:39,0,来自广西,一碗甜呀,5064023513,男,147,724,致敬！,致敬,0
10030,5003960000000000.0,8,5003970000000000.0,2024/2/21 21:39,0,来自辽宁,双鱼w兔子,5121667893,女,91,61,辛苦了,辛苦了,1
10031,5003960000000000.0,8,5003970000000000.0,2024/2/21 21:38,0,来自四川,秋与冬的夏--,5402040376,女,228,96,致敬！,致敬,0
10032,5003960000000000.0,8,5003970000000000.0,2024/2/21 21:38,0,来自重庆,x不吃鱼的猫l,6282442662,女,1220,3169,致敬,致敬,0
10033,5003960000000000.0,8,5003970000000000.0,2024/2/21 21:38,0,来自马来西亚,檀一首歌让你记住我,7708768377,女,412,275,辛苦了,辛苦了,1
10034,5003960000000000.0,8,5003970000000000.0,2024/2/21 21:37,0,来自江苏,纯白诗絮-鑫鑫C位出道版,7505491508,男,400,2271,致敬！,致敬,0
10035,5003960000000000.0,8,5003970000000000.0,2024/2/21 21:35,0,来自江苏,赛博芭友情,1706659712,女,878,2554,你好,你好,0
10036,5003960000000000.0,8,5003970000000000.0,2024/2/21 21:35,0,来自山东,小薰兔兔,7810341381,男,412,1190,致敬英雄辛苦了!,致敬英雄辛苦了!,0
10037,5003960000000000.0,8,5003970000000000.0,2024/2/21 21:35,0,来自黑龙江,纯心小年w,7732111712,女,606,82,致敬,致敬,0
10038,5003960000000000.0,8,5003970000000000.0,2024/2/21 21:35,0,来自湖北,椿树爱熬夜,7437133359,女,420,351,致敬最可爱的人,致敬最可爱的人,3
10039,5003960000000000.0,8,5003970000000000.0,2024/2/21 21:35,0,来自四川,庆幸520520,5705266525,女,1025,1.1万,辛苦了，向你们致敬！,辛苦了向你们致敬,3
10040,5003960000000000.0,8,5003970000000000.0,2024/2/21 21:34,0,来自江苏,刘老二201906,6995356005,男,570,6,致敬🫡,致敬🫡,0
10041,5003960000000000.0,8,5003970000000000.0,2024/2/21 21:34,0,来自辽宁,番茄集团二把手,5972951239,女,172,213,辛苦了,辛苦了,1
10042,5003960000000000.0,8,5003970000000000.0,2024/2/21 21:33,0,来自江苏,someday-happy,5524383138,女,10,3,五星红旗格外鲜艳，向人民警察致敬！,五星红旗格外鲜艳向人民警察致敬,3
10043,5003960000000000.0,8,5003970000000000.0,2024/2/21 21:33,0,来自浙江,周一85,7757526895,女,1265,1136,最可爱的人,最可爱的人,3
10044,5003960000000000.0,8,5003970000000000.0,2024/2/21 21:33,0,来自广东,田嘉瑞我压得你麻吗,5046857793,女,850,796,辛苦了,辛苦了,1
10045,5003960000000000.0,8,5003970000000000.0,2024/2/21 21:32,0,来自浙江,林溪燕语,5880022366,女,975,1.5万,致敬！辛苦了,致敬辛苦了,0
10046,5003960000000000.0,9,5003970000000000.0,2024/2/21 21:32,0,来自山西,Gogogo杠精,6615536000,女,434,5038,致敬🫡,致敬🫡,0
10047,5003960000000000.0,9,5003970000000000.0,2024/2/21 21:31,0,来自黑龙江,李小慢快不起来,2827487475,女,223,1万,辛苦啦,辛苦啦,0
10048,5003960000000000.0,9,5003970000000000.0,2024/2/21 21:31,0,来自陕西,米米旺旺旺,7448464385,女,1470,2180,辛苦了,辛苦了,1
10049,5003960000000000.0,9,5003970000000000.0,2024/2/21 21:31,0,来自重庆,七月如糖_,5647702052,女,207,598,致敬,致敬,0
10050,5003960000000000.0,9,5003970000000000.0,2024/2/21 21:31,0,来自福建,婧璃安,5605225371,女,153,89,致敬,致敬,0
10051,5003960000000000.0,9,5003970000000000.0,2024/2/21 21:30,0,来自安徽,莓莉小糕,7613188568,女,510,1447,致敬,致敬,0
10052,5003960000000000.0,9,5003970000000000.0,2024/2/21 21:30,0,来自英国,莓礼極樂,7851079080,女,65,11,致敬！辛苦了！,致敬辛苦了,0
10053,5003960000000000.0,9,5003970000000000.0,2024/2/21 21:30,0,来自广西,一只苏打饼干,5659860177,女,492,43,辛苦了！,辛苦了,1
10054,5003960000000000.0,9,5003970000000000.0,2024/2/21 21:30,0,来自陕西,爱摄影的小迷糊,6525547665,女,1328,1万,辛苦了,辛苦了,1
10055,5003960000000000.0,9,5003970000000000.0,2024/2/21 21:30,0,来自山东,一页志冬_菜菜,7505323092,男,615,2077,致敬！辛苦了,致敬辛苦了,0
10056,5003960000000000.0,9,5003970000000000.0,2024/2/21 21:30,0,来自广西,宇宙研究日记_,6188970453,女,177,174,致敬，你们辛苦了,致敬你们辛苦了,5
10057,5003960000000000.0,9,5003970000000000.0,2024/2/21 21:30,0,来自中国台湾,寧寧棉花糖_,7890794807,女,135,52,致敬🫡真的太辛苦了，有你們真的太了不起了,致敬🫡真的太辛苦了有你們真的太了不起了,0
10058,5003960000000000.0,9,5003970000000000.0,2024/2/21 21:29,0,来自湖北,小泉理沙_,5144831068,女,303,276,致敬！,致敬,0
10059,5003960000000000.0,9,5003970000000000.0,2024/2/21 21:29,0,来自云南,小海豚zx,5279945423,女,336,238,辛苦致敬负重前行的你们,辛苦致敬负重前行的你们,0
10060,5003960000000000.0,9,5003970000000000.0,2024/2/21 21:27,0,来自福建,Lin5291996,2434976082,女,191,190,你们辛苦了，向你们致敬,你们辛苦了向你们致敬,0
10061,5003960000000000.0,9,5003970000000000.0,2024/2/21 21:27,0,来自云南,时光凝聚力,7896463488,女,210,95,致敬,致敬,0
10062,5003960000000000.0,9,5003970000000000.0,2024/2/21 21:27,0,来自上海,儿科黄哥黄医生,1012090067,男,44,536,辛苦了，向您们致敬,辛苦了向您们致敬,5
10063,5003960000000000.0,9,5003970000000000.0,2024/2/21 21:26,0,来自四川,蔷薇白檀香,6509007021,女,381,138,致敬！,致敬,0
10064,5003960000000000.0,9,5003970000000000.0,2024/2/21 21:26,0,来自福建,#NAME?,7858351258,女,888,1.2万,致敬🫡,致敬🫡,0
10065,5003960000000000.0,9,5003970000000000.0,2024/2/21 21:25,0,来自河南,月亮味儿奶茶_,7829155601,女,156,1078,致敬！辛苦了,致敬辛苦了,0
10066,5003960000000000.0,10,5003970000000000.0,2024/2/21 21:24,0,来自江苏,紫藤梦心,2483434871,女,136,661,致敬,致敬,0
10067,5003960000000000.0,10,5003970000000000.0,2024/2/21 21:24,0,来自山东,Biiiii娜娜,7510636225,女,590,1万,辛苦了,辛苦了,1
10068,5003960000000000.0,10,5003970000000000.0,2024/2/21 21:24,0,来自福建,Nia226,1452288547,女,1395,3663,辛苦了,辛苦了,1
10069,5003960000000000.0,10,5003970000000000.0,2024/2/21 21:23,0,来自波兰,清晨的驮马,2141160895,女,1702,1万,致敬！,致敬,0
10070,5003960000000000.0,10,5003970000000000.0,2024/2/21 21:23,0,来自浙江,我见月明,6589246336,女,456,135,辛苦了,辛苦了,1
10071,5003960000000000.0,10,5003970000000000.0,2024/2/21 21:23,0,来自山西,D雪落橙诗C,7532784287,女,229,68,致敬最可爱的人！辛苦了！,致敬最可爱的人辛苦了,0
10072,5003960000000000.0,10,5003970000000000.0,2024/2/21 21:23,0,来自广东,肖辰不在-无ss版,7442758661,男,1473,1.1万,致敬,致敬,0
10073,5003960000000000.0,10,5003970000000000.0,2024/2/21 21:21,0,来自湖南,张凌赫狂吃五斤香菜,6666854231,女,658,1.1万,辛苦了,辛苦了,1
10074,5003960000000000.0,10,5003970000000000.0,2024/2/21 21:21,0,来自山东,蕃蕃淇淇,7882431538,女,119,54,,,0
10075,5003960000000000.0,10,5003970000000000.0,2024/2/21 21:21,0,来自福建,姜简芸黎熙,7856915408,女,122,132,致敬,致敬,0
10076,5003960000000000.0,10,5003970000000000.0,2024/2/21 21:21,0,来自湖南,预言8886120,5523304730,女,1540,969,辛苦了，致敬,辛苦了致敬,3
10077,5003960000000000.0,10,5003960000000000.0,2024/2/21 21:21,0,来自山西,李鱼爱吃鱼,1682052147,男,135,296,致敬！！,致敬,0
10078,5003960000000000.0,10,5003960000000000.0,2024/2/21 21:20,0,来自安徽,#NAME?,7235478827,女,160,2,致敬,致敬,0
10079,5003960000000000.0,10,5003960000000000.0,2024/2/21 21:20,0,来自云南,王权妙妙,7166756719,女,474,546,辛苦了,辛苦了,1
10080,5003960000000000.0,10,5003960000000000.0,2024/2/21 21:19,0,来自云南,为你千千万万遍Lomos,7553759612,女,45,3,致敬,致敬,0
10081,5003960000000000.0,10,5003960000000000.0,2024/2/21 21:18,0,来自天津,Lily为你,2168315657,女,1625,1.4万,致敬,致敬,0
10082,5003960000000000.0,10,5003960000000000.0,2024/2/21 21:18,0,来自河南,xuan吻文,7676165885,女,160,31,致敬辛苦了,致敬辛苦了,0
10083,5003960000000000.0,10,5003960000000000.0,2024/2/21 21:18,0,来自新疆,小虎Amy,1734316242,女,205,848,这几天真的很冷。辛苦了,这几天真的很冷辛苦了,0
10084,5003960000000000.0,10,5003960000000000.0,2024/2/21 21:18,0,来自云南,相夷啊小花,7544091306,女,2754,3180,辛苦了,辛苦了,1
10085,5003960000000000.0,10,5003960000000000.0,2024/2/21 21:17,0,来自辽宁,畅游星系心灵动心,2087228187,男,1984,890,#新疆移民管理警察顶风踏雪巡边#🌬️辛苦了 致敬~🙏,#新疆移民管理警察顶风踏雪巡边#🌬️辛苦了 致敬~🙏,1
10086,5003960000000000.0,11,5003960000000000.0,2024/2/21 21:17,0,来自河南,Ychromosome-沈泝,6527884333,女,1011,2909,辛苦了,辛苦了,1
10087,5003960000000000.0,11,5003960000000000.0,2024/2/21 21:17,0,来自山西,深海小金鱼-,6357317141,女,632,1576,辛苦了,辛苦了,1
10088,5003960000000000.0,11,5003960000000000.0,2024/2/21 21:17,0,,章丘生态环境,3670449451,男,95,1.3万,,,0
10089,5003960000000000.0,11,5003960000000000.0,2024/2/21 21:16,0,来自四川,看见鲸了,1671693934,女,468,972,辛苦了,辛苦了,1
10090,5003960000000000.0,11,5003960000000000.0,2024/2/21 21:16,0,来自山东,sweet星空,2267071465,女,1980,2170,辛苦了 致敬！,辛苦了 致敬,1
10091,5003960000000000.0,11,5003960000000000.0,2024/2/21 21:16,0,来自吉林,kiku_迟夏忆岛眠,7817836956,女,325,438,致敬！战士们辛苦了！,致敬战士们辛苦了,0
10092,5003960000000000.0,11,5003960000000000.0,2024/2/21 21:16,0,来自山东,小可不打烊,5665262924,男,306,190,五星红旗格外鲜艳，向人民警察致敬！,五星红旗格外鲜艳向人民警察致敬,3
10093,5003960000000000.0,11,5003960000000000.0,2024/2/21 21:16,0,来自云南,_odd8,5977795665,女,45,30,致敬！,致敬,0
10094,5003960000000000.0,11,5003960000000000.0,2024/2/21 21:16,0,来自吉林,石棵萱草,6621070586,女,258,128,致敬！辛苦了,致敬辛苦了,0
10095,5003960000000000.0,11,5003960000000000.0,2024/2/21 21:15,0,来自湖北,六叔mia_,6273973195,女,231,388,辛苦了,辛苦了,1
10096,5003960000000000.0,11,5003960000000000.0,2024/2/21 21:15,0,来自浙江,八锅吃够了,7644663721,女,176,607,辛苦了，向你们致敬,辛苦了向你们致敬,3
10097,5003960000000000.0,11,5003960000000000.0,2024/2/21 21:15,0,来自北京,带你玩转北京城,2267637597,男,542,88.7万,致敬,致敬,0
10098,5003960000000000.0,11,5003960000000000.0,2024/2/21 21:15,0,来自广西,给你个大比兜要不要,6325901112,女,92,4367,战士们辛苦了！,战士们辛苦了,0
10099,5003960000000000.0,11,5003960000000000.0,2024/2/21 21:15,0,来自河北,松川十六,6352344245,女,90,26,致敬！,致敬,0
10100,5003960000000000.0,11,5003960000000000.0,2024/2/21 21:15,0,来自河南,请把螺蛳粉炫我嘴里,7805120684,男,110,587,辛苦了致敬,辛苦了致敬,3
10101,5003960000000000.0,11,5003960000000000.0,2024/2/21 21:15,0,来自海南,非著名八倍镜被占_,7833044338,男,296,241,致敬辛苦啦真的对他们好点吧,致敬辛苦啦真的对他们好点吧,0
10102,5003960000000000.0,11,5003960000000000.0,2024/2/21 21:15,0,来自江苏,DW的小土豆,6299866618,女,1452,1011,辛苦了,辛苦了,1
10103,5003960000000000.0,11,5003960000000000.0,2024/2/21 21:15,0,来自新疆,KARRY-小困蟹a,7723176508,女,804,1899,致敬，辛苦了！,致敬辛苦了,0
10104,5003960000000000.0,11,5003960000000000.0,2024/2/21 21:14,0,来自贵州,Redemption_拾祎竹临肆,7898659503,女,966,1743,辛苦了 致敬！,辛苦了 致敬,1
10105,5003960000000000.0,11,5003960000000000.0,2024/2/21 21:14,0,来自四川,荼松浔塬,7314635083,女,391,1218,辛苦了！致敬,辛苦了致敬,3
10106,5003960000000000.0,12,5003960000000000.0,2024/2/21 21:14,0,来自辽宁,Chaldoliii,7322897974,女,245,5095,致敬,致敬,0
10107,5003960000000000.0,12,5003960000000000.0,2024/2/21 21:14,0,来自中国台湾,毛茸茸的蛋捲麻糬,1965859217,女,169,628,致敬🫡,致敬🫡,0
10108,5003960000000000.0,12,5003960000000000.0,2024/2/21 21:14,0,来自广东,cjnvvvv,7733485186,女,580,2490,辛苦了,辛苦了,1
10109,5003960000000000.0,12,5003960000000000.0,2024/2/21 21:14,0,来自江西,瓜鸹lyw,7769659690,女,450,1284,辛苦了,辛苦了,1
10110,5003960000000000.0,12,5003960000000000.0,2024/2/21 21:14,0,来自江西,帅哥的绿色钉子内裤,7617953930,男,1342,3581,致敬,致敬,0
10111,5003960000000000.0,12,5003960000000000.0,2024/2/21 21:13,0,来自江西,鸡蛋花要睡了,7510214121,女,242,48,辛苦了,辛苦了,1
10112,5003960000000000.0,12,5003960000000000.0,2024/2/21 21:13,0,来自甘肃,辣条吃大包,7883660421,女,322,1229,致敬,致敬,0
10113,5003960000000000.0,12,5003960000000000.0,2024/2/21 21:13,0,来自天津,大喜的薯条,7779244824,女,758,2万,致敬,致敬,0
10114,5003960000000000.0,12,5003960000000000.0,2024/2/21 21:13,0,来自山东,l2ydan,7090985063,女,829,1693,辛苦了,辛苦了,1
10115,5003960000000000.0,12,5003960000000000.0,2024/2/21 21:13,0,来自广东,碰巧又碰巧的专家,3967678044,女,308,232,辛苦了！致敬守护,辛苦了致敬守护,0
10116,5003960000000000.0,12,5003960000000000.0,2024/2/21 21:13,0,来自北京,挽柠漫星記_,6864788852,女,564,2474,辛苦了！致敬,辛苦了致敬,3
10117,5003960000000000.0,12,5003960000000000.0,2024/2/21 21:13,0,来自福建,东海寻花-,7413574130,女,2547,2442,致敬！,致敬,0
10118,5003960000000000.0,12,5003960000000000.0,2024/2/21 21:13,0,来自安徽,想帶花見穎-即将中考版,7436561766,女,439,1470,辛苦了,辛苦了,1
10119,5003960000000000.0,12,5003960000000000.0,2024/2/21 21:13,0,来自山东,你别赖啊,6072795150,女,594,1088,辛苦了！,辛苦了,1
10120,5003960000000000.0,12,5003960000000000.0,2024/2/21 21:13,0,来自河南,誘春_,7468520765,女,2334,1万,辛苦啦！,辛苦啦,0
10121,5003960000000000.0,12,5003960000000000.0,2024/2/21 21:13,0,来自广东,不灵妹-,7642743519,女,101,65,辛苦了！,辛苦了,1
10122,5003960000000000.0,12,5003960000000000.0,2024/2/21 21:13,0,来自河南,杨小SongMini,5568763295,女,436,1.2万,辛苦了,辛苦了,1
10123,5003960000000000.0,12,5003960000000000.0,2024/2/21 21:13,0,来自河南,Camellia-荆棘叙春谙,7746689153,女,292,1151,辛苦了,辛苦了,1
10124,5003960000000000.0,12,5003960000000000.0,2024/2/21 21:13,0,来自河北,栗子不善言辞_87,7653314249,女,566,529,致敬,致敬,0
10125,5003960000000000.0,12,5003960000000000.0,2024/2/21 21:13,0,来自山东,小杨会咩嘛-,7770098705,女,89,20,致敬,致敬,0
10126,5003960000000000.0,13,5003960000000000.0,2024/2/21 21:13,0,来自安徽,闪耀星-Alex,7488307250,女,273,1376,辛苦了！,辛苦了,1
10127,5003960000000000.0,13,5004560000000000.0,2024/2/23 12:56,0,来自广东,CarmenMini,6507444229,女,81,34,致敬！,致敬,0
10128,5003960000000000.0,13,5004490000000000.0,2024/2/23 8:25,1,来自四川,黄上驾到198401,7846534796,男,213,0,辛苦了,辛苦了,1
10129,5003960000000000.0,13,5004330000000000.0,2024/2/22 21:13,0,,新疆边检总站,7017052274,男,83,3425,我们一直守护着您,我们一直守护着您,0
10130,5003960000000000.0,13,5004320000000000.0,2024/2/22 20:59,0,来自河南,山雾vvvvvv,6078307929,男,257,494,我们的英雄,我们的英雄,0
10131,5003960000000000.0,13,5004310000000000.0,2024/2/22 19:59,0,来自江西,榴莲刘莲lgl,1689063263,女,16,258,辛苦,辛苦,3
10132,5003960000000000.0,13,5004300000000000.0,2024/2/22 19:30,0,来自天津,我爱榴莲pizza,2026281825,女,161,87,致敬🫡,致敬🫡,0
10133,5003960000000000.0,13,5004300000000000.0,2024/2/22 19:14,0,来自山东,依旧33410,6583108087,女,95,9,致敬,致敬,0
10134,5003960000000000.0,13,5004280000000000.0,2024/2/22 18:15,0,来自河北,往昔何兮嬌乔七,3130690013,女,94,90,致敬,致敬,0
10135,5003960000000000.0,13,5004280000000000.0,2024/2/22 18:06,0,来自湖北,我的星星月亮www,6393543765,女,52,28,辛苦啦,辛苦啦,0
10136,5003960000000000.0,13,5004270000000000.0,2024/2/22 17:52,0,来自山东,夏眠XXY,7820632830,女,124,2,致敬,致敬,0
10137,5003960000000000.0,13,5004270000000000.0,2024/2/22 17:52,0,来自山东,夏眠XXY,7820632830,女,124,2,辛苦了,辛苦了,1
10138,5003960000000000.0,13,5004270000000000.0,2024/2/22 17:30,0,来自辽宁,Fiona08508,5480258769,女,337,23,致敬！,致敬,0
10139,5003960000000000.0,13,5004260000000000.0,2024/2/22 17:01,0,,南阳市宛城区融媒体中心,7576258290,女,60,115,转发微博,转发微博,4
10140,5003960000000000.0,13,5004260000000000.0,2024/2/22 16:53,0,来自内蒙古,薇薇Ca,3508793404,女,93,10,致敬,致敬,0
10141,5003960000000000.0,13,5004250000000000.0,2024/2/22 16:30,0,来自江苏,三丙888,1769190072,男,293,314,先把旗卷起来走不行吗,先把旗卷起来走不行吗,0
10142,5003960000000000.0,13,5004250000000000.0,2024/2/22 16:17,0,来自浙江,赚Q存着,5300590175,女,548,273,辛苦了,辛苦了,1
10143,5003960000000000.0,13,5004250000000000.0,2024/2/22 16:11,0,来自福建,鸟头出打枪,7056829966,女,69,10,谁来改进一下行路装备鞋子，能够更好的在砂地风大的地方行走,谁来改进一下行路装备鞋子能够更好的在砂地风大的地方行走,0
10144,5003960000000000.0,13,5004240000000000.0,2024/2/22 15:49,0,来自山西,whq乐观人生,5970834994,女,74,167,辛苦了！太心疼你们了,辛苦了太心疼你们了,0
10145,5003960000000000.0,13,5004240000000000.0,2024/2/22 15:47,0,来自天津,小心爱_100,5128247566,男,211,129,这摄影师技术真不错 镜头真稳,这摄影师技术真不错 镜头真稳,5
10146,5003960000000000.0,14,5004240000000000.0,2024/2/22 15:40,0,来自江西,颛孙茗蓉,5298157924,女,91,35,致敬,致敬,0
10147,5003960000000000.0,14,5004230000000000.0,2024/2/22 15:00,0,来自广西,黄麒蓉家的金金,2273667627,女,29,459,致敬,致敬,0
10148,5003960000000000.0,14,5004220000000000.0,2024/2/22 14:17,0,来自安徽,yeqiu1234,6062509460,男,256,3,致敬,致敬,0
10149,5003960000000000.0,14,5004220000000000.0,2024/2/22 14:16,0,来自湖北,MING明_-,3942017501,女,199,20,致敬！辛苦了！,致敬辛苦了,0
10150,5003960000000000.0,14,5004220000000000.0,2024/2/22 14:16,0,来自辽宁,遂川宁,6705370462,女,97,1,辛苦啦,辛苦啦,0
10151,5003960000000000.0,14,5004220000000000.0,2024/2/22 14:02,0,来自辽宁,大雁往南飞阿飞,5983938221,女,181,30,辛苦了,辛苦了,1
10152,5003960000000000.0,14,5004210000000000.0,2024/2/22 13:44,0,来自贵州,hua晓艳,7887884246,女,27,6,致敬英雄，辛苦了,致敬英雄辛苦了,0
10153,5003960000000000.0,14,5004210000000000.0,2024/2/22 13:30,0,来自山东,天山飞雪678,1905239717,女,382,91,致敬,致敬,0
10154,5003960000000000.0,14,5004200000000000.0,2024/2/22 13:12,0,来自江苏,重度失眠患者0416,7299861345,女,248,77,致敬,致敬,0
10155,5003960000000000.0,14,5004200000000000.0,2024/2/22 12:47,0,来自广西,JYLling,2471425432,女,251,152,致敬,致敬,0
10156,5003960000000000.0,14,5004200000000000.0,2024/2/22 12:43,0,来自内蒙古,RZ平安是福,5136535326,女,473,170,,,0
10157,5003960000000000.0,14,5004190000000000.0,2024/2/22 12:13,0,来自上海,柠檬并不酸i776,5829536642,女,75,72,,,0
10158,5003960000000000.0,14,5004190000000000.0,2024/2/22 12:08,0,来自陕西,强忍着生活,2355293883,女,362,432,平安的背后是不平安。致敬,平安的背后是不平安致敬,0
10159,5003960000000000.0,14,5004190000000000.0,2024/2/22 12:03,0,来自安徽,立聪堂助听器蚌埠淮河路店,7464413765,女,158,7,致敬，辛苦了，你们了不起,致敬辛苦了你们了不起,0
10160,5003960000000000.0,14,5004180000000000.0,2024/2/22 11:45,0,来自辽宁,宏远当头1920,6601162726,男,158,3,这在巡逻时必须都得举旗吗，不明白,这在巡逻时必须都得举旗吗不明白,0
10161,5003960000000000.0,14,5004180000000000.0,2024/2/22 11:24,0,来自安徽,桃子逃之yy,5358357079,女,75,4,好儿郎,好儿郎,0
10162,5003960000000000.0,14,5004180000000000.0,2024/2/22 11:21,0,来自浙江,明我长相忆hy,7379541280,男,15,8,辛苦了 向您们致敬🫡,辛苦了 向您们致敬🫡,1
10163,5003960000000000.0,14,5004170000000000.0,2024/2/22 11:11,0,来自山东,金桂飘香-666,5650103258,女,253,160,致敬🫡,致敬🫡,0
10164,5003960000000000.0,14,5004170000000000.0,2024/2/22 11:03,0,来自四川,动感猪潴,7740945485,女,49,0,致敬！最佩服摄影师，这么大的风能做到镜头不晃动太不容易了，还有地面的小草也很顽强,致敬最佩服摄影师这么大的风能做到镜头不晃动太不容易了还有地面的小草也很顽强,0
10165,5003960000000000.0,14,5004170000000000.0,2024/2/22 10:53,0,来自天津,东木愚夫,1743829815,男,221,456,向战士们致敬！,向战士们致敬,0
10166,5003960000000000.0,15,5004170000000000.0,2024/2/22 10:53,0,来自天津,Ashley爱吃梨,3589353155,女,208,200,,,0
10167,5003960000000000.0,15,5004170000000000.0,2024/2/22 10:50,0,来自辽宁,张老吉zh,1100476221,男,205,106,把热辣麻辣烫的宣传撤掉，这才是应该让大家记住的画面！！！,把热辣麻辣烫的宣传撤掉这才是应该让大家记住的画面,0
10168,5003960000000000.0,15,5004170000000000.0,2024/2/22 10:39,0,来自黑龙江,人可书桓,7582323240,女,148,4,感恩有你们，辛苦了,感恩有你们辛苦了,0
10169,5003960000000000.0,15,5004170000000000.0,2024/2/22 10:38,0,来自江苏,WYJ66绢子,6735250277,女,64,24,致敬,致敬,0
10170,5003960000000000.0,15,5004170000000000.0,2024/2/22 10:37,0,来自江苏,中途半端na,6492121403,男,50,2,敬礼！,敬礼,5
10171,5003960000000000.0,15,5004160000000000.0,2024/2/22 10:31,0,来自河北,天崖弯月刀,6077797820,女,404,780,辛苦了,辛苦了,1
10172,5003960000000000.0,15,5004160000000000.0,2024/2/22 10:27,0,来自江苏,爱nao小女子,6260727450,女,151,52,致敬,致敬,0
10173,5003960000000000.0,15,5004160000000000.0,2024/2/22 10:14,0,来自江西,如意Lion,6482187316,女,351,99,致敬！,致敬,0
10174,5003960000000000.0,15,5004160000000000.0,2024/2/22 10:10,0,来自上海,LUPINGPING-,5334046321,女,25,28,哪有什么岁月静好，只不过有人在替我们负重前行,哪有什么岁月静好只不过有人在替我们负重前行,0
10175,5003960000000000.0,15,5004160000000000.0,2024/2/22 9:58,0,来自江苏,慕凌夕颜,7313241232,女,754,470,致敬,致敬,0
10176,5003960000000000.0,15,5004160000000000.0,2024/2/22 9:58,0,来自安徽,Mr_小智_,5317903325,男,67,41,致敬，辛苦了,致敬辛苦了,0
10177,5003960000000000.0,15,5004150000000000.0,2024/2/22 9:53,0,来自天津,聪明双子座,5441666124,女,96,34,辛苦了。致敬！,辛苦了致敬,3
10178,5003960000000000.0,15,5004150000000000.0,2024/2/22 9:48,0,来自浙江,蓝色gil仔,7886674865,女,101,10,辛苦,辛苦,3
10179,5003960000000000.0,15,5004150000000000.0,2024/2/22 9:47,0,来自广西,一池闲鱼_981,2189774931,男,342,579,辛苦了,辛苦了,1
10180,5003960000000000.0,15,5004150000000000.0,2024/2/22 9:44,0,来自云南,AnaeI琪琪,2323285277,女,53,35,致敬，辛苦了,致敬辛苦了,0
10181,5003960000000000.0,15,5004150000000000.0,2024/2/22 9:34,0,来自河南,YYh84876,6360561310,男,78,45,,,0
10182,5003960000000000.0,15,5004150000000000.0,2024/2/22 9:32,0,来自上海,见毅思淇17,7821160420,女,1507,1437,好辛苦,好辛苦,5
10183,5003960000000000.0,15,5004150000000000.0,2024/2/22 9:31,0,来自河南,远山拾梦991,2097324100,男,107,246,辛苦了，致敬,辛苦了致敬,3
10184,5003960000000000.0,15,5004150000000000.0,2024/2/22 9:27,0,,太原中院,3840710893,男,184,7563,【辛苦了！#新疆移民管理警察顶风踏雪巡边#】,辛苦了#新疆移民管理警察顶风踏雪巡边#,1
